Player,G,PTS,TRB,AST
Edwin Ubiles,4,3.5,2.5,0.3
Ekpe Udoh,384,3.5,2.9,0.7
Ime Udoka,316,5.2,2.9,1.0
Beno Udrih,831,8.4,2.1,3.4
Roko Ukić,85,4.0,0.9,1.9
Tyler Ulis,133,7.5,1.7,4.0
Stanley Umude,30,4.4,1.8,0.4
Wes Unseld,984,10.8,14.0,3.9
Hal Uplinger,23,3.7,1.3,1.1
Kelvin Upshaw,120,5.4,1.2,2.1
Jarrod Uthoff,16,3.7,1.8,0.6
Ben Uzoh,60,4.0,2.1,2.2
